state,county,educ_pct
south carolina,lexington county,88.5
south carolina,mccormick county,78.2
south carolina,marion county,81.5
south carolina,marlboro county,72.5
south carolina,newberry county,77.7
south carolina,oconee county,83.2
south carolina,orangeburg county,80.5
south carolina,pickens county,82.3
south carolina,richland county,89.6
south carolina,saluda county,76.7
south carolina,spartanburg county,82.7
south carolina,sumter county,81.4
south carolina,union county,79.2
south carolina,williamsburg county,78.6
south carolina,york county,87.6
south dakota,south dakota,90.7
south dakota,aurora county,88.3
south dakota,beadle county,83.8
south dakota,bennett county,79.2
south dakota,bon homme county,87.7
south dakota,brookings county,94.1
south dakota,brown county,91.9
south dakota,brule county,84.6
south dakota,buffalo county,79.4
south dakota,butte county,87.1
south dakota,campbell county,88.1
south dakota,charles mix county,87.1
south dakota,clark county,89.8
south dakota,clay county,95.7
south dakota,codington county,90.9
south dakota,corson county,83.1
south dakota,custer county,93.6
south dakota,davison county,90.3
south dakota,day county,88.1
south dakota,deuel county,88.8
south dakota,dewey county,82.2
south dakota,douglas county,83.1
south dakota,edmunds county,87.7
south dakota,fall river county,91.9
south dakota,faulk county,92.2
south dakota,grant county,88.9
south dakota,gregory county,86.5
south dakota,haakon county,89.8
south dakota,hamlin county,90
south dakota,hand county,89
south dakota,hanson county,92.6
south dakota,harding county,92.8
south dakota,hughes county,91.7
south dakota,hutchinson county,85.5
south dakota,hyde county,90.2
south dakota,jackson county,90.8
south dakota,jerauld county,87.8
south dakota,jones county,93.1
south dakota,kingsbury county,92.5
south dakota,lake county,93
south dakota,lawrence county,94
south dakota,lincoln county,95.9
south dakota,lyman county,89.3
south dakota,mccook county,91.3
south dakota,mcpherson county,79.5
south dakota,marshall county,91.3
south dakota,meade county,92.8
south dakota,mellette county,85.5
south dakota,miner county,92.1
south dakota,minnehaha county,90.8
south dakota,moody county,91.8
south dakota,pennington county,92
south dakota,perkins county,88.4
south dakota,potter county,89.4
south dakota,roberts county,87.3
south dakota,sanborn county,90.3
south dakota,shannon county,79
south dakota,spink county,88.9
south dakota,stanley county,89.6
south dakota,sully county,91.1
south dakota,todd county,76.8
south dakota,tripp county,87.6
south dakota,turner county,90.4
south dakota,union county,93
south dakota,walworth county,87.7
south dakota,yankton county,91.9
south dakota,ziebach county,87.5
tennessee,tennessee,84.9
tennessee,anderson county,85.9
tennessee,bedford county,78.1
tennessee,benton county,79.1
tennessee,bledsoe county,78
tennessee,blount county,87.3
tennessee,bradley county,82.5
tennessee,campbell county,72
tennessee,cannon county,79.2
tennessee,carroll county,78.9
tennessee,carter county,80.2
tennessee,cheatham county,82.9
tennessee,chester county,81.2
tennessee,claiborne county,75
tennessee,clay county,74.5
tennessee,cocke county,77.8
tennessee,coffee county,83.2
tennessee,crockett county,76.8
tennessee,cumberland county,82.9
tennessee,davidson county,86.4
tennessee,decatur county,80
tennessee,dekalb county,77.2
tennessee,dickson county,84.3
tennessee,dyer county,84.4
tennessee,fayette county,87.2
tennessee,fentress county,71.8
tennessee,franklin county,80.9
tennessee,gibson county,83.9
tennessee,giles county,80.4
tennessee,grainger county,77.4
tennessee,greene county,80.4
tennessee,grundy county,71.1
tennessee,hamblen county,80.6
tennessee,hamilton county,87
tennessee,hancock county,76.3
tennessee,hardeman county,76.2
tennessee,hardin county,79
tennessee,hawkins county,81.3
tennessee,haywood county,77.8
tennessee,henderson county,81.2
tennessee,henry county,83.5
tennessee,hickman county,75.3
tennessee,houston county,80.5
tennessee,humphreys county,84.7
tennessee,jackson county,73.9
tennessee,jefferson county,81.1
tennessee,johnson county,74.2
tennessee,knox county,89.9
tennessee,lake county,71.5
tennessee,lauderdale county,74.9
tennessee,lawrence county,79
tennessee,lewis county,79.1
tennessee,lincoln county,82.3
tennessee,loudon county,85.6
tennessee,mcminn county,82.5
tennessee,mcnairy county,78.8
tennessee,macon county,74.4
tennessee,madison county,86.7
tennessee,marion county,76.8
tennessee,marshall county,81.7
tennessee,maury county,86.4
tennessee,meigs county,75.1
tennessee,monroe county,77.9
tennessee,montgomery county,91
tennessee,moore county,83.8
tennessee,morgan county,80.2
tennessee,obion county,81.1
tennessee,overton county,77.7
tennessee,perry county,77.3
tennessee,pickett county,75.5
tennessee,polk county,77.6
tennessee,putnam county,84
tennessee,rhea county,76.8
tennessee,roane county,83.7
tennessee,robertson county,85.9
tennessee,rutherford county,90.2
tennessee,scott county,75.2
tennessee,sequatchie county,82
tennessee,sevier county,81.8
tennessee,shelby county,86.7
tennessee,smith county,80.7
tennessee,stewart county,84.8
tennessee,sullivan county,84.7
tennessee,sumner county,88.2
tennessee,tipton county,85.2
tennessee,trousdale county,76.1
tennessee,unicoi county,77.2
tennessee,union county,74.4
tennessee,van buren county,80.2
tennessee,warren county,78.3
tennessee,washington county,87.1
tennessee,wayne county,75.4
tennessee,weakley county,83.6
tennessee,white county,79.5
tennessee,williamson county,94.8
tennessee,wilson county,88.7
texas,texas,81.6
texas,anderson county,80.2
texas,andrews county,76.7
texas,angelina county,79.2
texas,aransas county,84.3
texas,archer county,87.3
texas,armstrong county,89.4
texas,atascosa county,75.8
texas,austin county,86
texas,bailey county,64.7
texas,bandera county,86.4
texas,bastrop county,79.6
texas,baylor county,84.6
texas,bee county,71.4
texas,bell county,89.5
texas,bexar county,83
texas,blanco county,88.2
texas,borden county,92.1
texas,bosque county,81.1
texas,bowie county,87.1
texas,brazoria county,85.5
texas,brazos county,85.3
texas,brewster county,86.8
texas,briscoe county,76.6
texas,brooks county,66.7
texas,brown county,84.7
texas,burleson county,78.1
texas,burnet county,84.7
texas,caldwell county,78.2
texas,calhoun county,79
texas,callahan county,87.2
texas,cameron county,64.1
texas,camp county,76.2
texas,carson county,89.6
texas,cass county,84.5
texas,castro county,71.3
texas,chambers county,84
texas,cherokee county,78.1
texas,childress county,90
texas,clay county,87.8
texas,cochran county,67.3
texas,coke county,88.5
texas,coleman county,80.8
texas,collin county,93.4
texas,collingsworth county,79
texas,colorado county,81.9
texas,comal county,89.5
texas,comanche county,77.1
texas,concho county,65.8
texas,cooke county,85.1
texas,coryell county,87.8
texas,cottle county,73.5
texas,crane county,70.6
texas,crockett county,68.4
texas,crosby county,70.1
texas,culberson county,65.2
texas,dallam county,74.4
texas,dallas county,77.7
texas,dawson county,70.5
texas,deaf smith county,70
texas,delta county,86
texas,denton county,92
texas,dewitt county,76.2
texas,dickens county,76.8
texas,dimmit county,66.4
texas,donley county,84
texas,duval county,65
texas,eastland county,83.1
texas,ector county,73.4
texas,edwards county,72.3
texas,ellis county,84.3
texas,el paso county,74.8
texas,erath county,82.8
texas,falls county,75.1
texas,fannin county,81.9
texas,fayette county,80.1
texas,fisher county,81.8
texas,floyd county,76.4
texas,foard county,78.7
texas,fort bend county,88.5
texas,franklin county,84.3
texas,freestone county,79.3
texas,frio county,67.8
texas,gaines county,58.7
texas,galveston county,87.4
texas,garza county,63.6
texas,gillespie county,86.4
texas,glasscock county,80.6
texas,goliad county,88.2
texas,gonzales county,71.1
texas,gray county,80.9
texas,grayson county,86.7
texas,gregg county,82.9
texas,grimes county,79.8
texas,guadalupe county,86.8
texas,hale county,70.8
texas,hall county,70.6
texas,hamilton county,82
texas,hansford county,74.2
texas,hardeman county,80.7
texas,hardin county,86.1
texas,harris county,79.1
texas,harrison county,84
texas,hartley county,79.6
texas,haskell county,74.7
texas,hays county,89.1
texas,hemphill county,81.5
texas,henderson county,81.6
texas,hidalgo county,62.2
texas,hill county,79.1
texas,hockley county,76.9
texas,hood county,87.1
texas,hopkins county,81
texas,houston county,81.1
texas,howard county,76.1
texas,hudspeth county,53.2
texas,hunt county,83
texas,hutchinson county,83.6
texas,irion county,86.4
texas,jack county,80.3
texas,jackson county,81.5
texas,jasper county,83.6
texas,jeff davis county,85.1
texas,jefferson county,82.9
texas,jim hogg county,75.6
texas,jim wells county,71.6
texas,johnson county,82.9
texas,jones county,72.9
texas,karnes county,72.1
texas,kaufman county,83.3
texas,kendall county,90
texas,kenedy county,67.9
texas,kent county,79.7
texas,kerr county,88.2
texas,kimble county,82.6
texas,king county,80.9
texas,kinney county,69.2
texas,kleberg county,73.9
texas,knox county,81
texas,lamar county,85
texas,lamb county,70.9
texas,lampasas county,87.4
texas,la salle county,61.3
texas,lavaca county,81.1
texas,lee county,82.8
texas,leon county,83.9
texas,liberty county,76.6
texas,limestone county,79.4
texas,lipscomb county,82.2
texas,live oak county,80.7
texas,llano county,87.1
texas,loving county,88.2
texas,lubbock county,85.1
texas,lynn county,76.5
texas,mcculloch county,78.6
texas,mclennan county,82.8
texas,mcmullen county,70.2
texas,madison county,77.5
texas,marion county,83.9
texas,martin county,75.4
texas,mason county,84.8
texas,matagorda county,76.8
texas,maverick county,57.5
texas,medina county,81.1
texas,menard county,75.3
texas,midland county,82.3
texas,milam county,81
texas,mills county,82.6
texas,mitchell county,75.9
texas,montague county,83.1
texas,montgomery county,86.4
texas,moore county,65.9
texas,morris county,83
texas,motley county,84.1
texas,nacogdoches county,81.9
texas,navarro county,77.6
texas,newton county,85.1
texas,nolan county,77.6
texas,nueces county,80.4
texas,ochiltree county,73.9
texas,oldham county,82.4
texas,orange county,87.5
texas,palo pinto county,80.7
texas,panola county,83.4
texas,parker county,89.1
texas,parmer county,65
texas,pecos county,68.2
texas,polk county,77.8
texas,potter county,76.3
texas,presidio county,55
texas,rains county,83.3
texas,randall county,91.6
texas,reagan county,60.5
texas,real county,80.8
texas,red river county,77.7
texas,reeves county,62.4
texas,refugio county,79.6
texas,roberts county,96
texas,robertson county,77.7
texas,rockwall county,91.7
texas,runnels county,79.4
texas,rusk county,81
texas,sabine county,83.7
texas,san augustine county,78
texas,san jacinto county,81
texas,san patricio county,76.8
texas,san saba county,79.9
texas,schleicher county,73.7
texas,scurry county,77.3
texas,shackelford county,86.2
texas,shelby county,76.2
texas,sherman county,73.8
texas,smith county,85.2
texas,somervell county,82.9
texas,starr county,46.7
texas,stephens county,80.7
texas,sterling county,76.2
texas,stonewall county,80.3
texas,sutton county,75.6
texas,swisher county,76.9
texas,tarrant county,84.7
texas,taylor county,85.7
texas,terrell county,76.7
texas,terry county,68.8
texas,throckmorton county,85.5
texas,titus county,72.5
texas,tom green county,82.9
texas,travis county,87.4
texas,trinity county,83
texas,tyler county,84.3
texas,upshur county,82.5
texas,upton county,77.6
texas,uvalde county,68.9
texas,val verde county,66.4
texas,van zandt county,81.5
texas,victoria county,81.1
texas,walker county,82.9
texas,waller county,79.4
texas,ward county,73.4
texas,washington county,80.9
texas,webb county,64.4
texas,wharton county,75.7
texas,wheeler county,81.5
texas,wichita county,85.8
texas,wilbarger county,79.8
texas,willacy county,63.1
texas,williamson county,92.3
texas,wilson county,84.5
texas,winkler county,70.8
texas,wise county,84.8
texas,wood county,84
texas,yoakum county,73.4
texas,young county,80
texas,zapata county,56.1
texas,zavala county,59.6
utah,utah,91
utah,beaver county,92.2
utah,box elder county,92
utah,cache county,92.5
utah,carbon county,87
utah,daggett county,87.6
utah,davis county,95.3
utah,duchesne county,86.5
utah,emery county,89.5
utah,garfield county,92.1
utah,grand county,90.2
utah,iron county,90.5
utah,juab county,90
utah,kane county,95.8
utah,millard county,88.1
utah,morgan county,98
utah,piute county,83.6
utah,rich county,96.1
utah,salt lake county,89.2
utah,san juan county,82.9
utah,sanpete county,89.3
utah,sevier county,90.4
utah,summit county,93.3
utah,tooele county,91.4
utah,uintah county,87.4
utah,utah county,93.5
utah,wasatch county,90.5
utah,washington county,92.2
utah,wayne county,94.3
utah,weber county,89.2
vermont,vermont,91.6
vermont,addison county,91.7
vermont,bennington county,90.6
vermont,caledonia county,89.9
vermont,chittenden county,93.9
vermont,essex county,82.7
vermont,franklin county,89
vermont,grand isle county,93
vermont,lamoille county,92.1
vermont,orange county,91.6
vermont,orleans county,86.2
vermont,rutland county,89.8
vermont,washington county,93.7
vermont,windham county,91.5
vermont,windsor county,93
virginia,virginia,87.9
virginia,accomack county,78.8
virginia,albemarle county,91.4
virginia,alleghany county,84.2
virginia,amelia county,79.7
virginia,amherst county,80.8
virginia,appomattox county,82
virginia,arlington county,93.4
virginia,augusta county,85.7
virginia,bath county,87.5
virginia,bedford county,88.2
virginia,bland county,82.8
virginia,botetourt county,91.2
virginia,brunswick county,72.9
virginia,buchanan county,69.1
virginia,buckingham county,73
virginia,campbell county,83.9
virginia,caroline county,81.9
virginia,carroll county,77.8
virginia,charles city county,75.5
virginia,charlotte county,77
virginia,chesterfield county,90.5
virginia,clarke county,89.6
virginia,craig county,89.8
virginia,culpeper county,84.1
virginia,cumberland county,76.8
virginia,dickenson county,72.6
virginia,dinwiddie county,80.9
virginia,essex county,79.1
virginia,fairfax county,91.9
virginia,fauquier county,91.2
virginia,floyd county,83.7
virginia,fluvanna county,85
virginia,franklin county,83.1
virginia,frederick county,86.4
virginia,giles county,83.1
virginia,gloucester county,90.5
virginia,goochland county,89.6
virginia,grayson county,77.6
virginia,greene county,82.6
virginia,greensville county,75.9
virginia,halifax county,79.1
virginia,hanover county,92.4
virginia,henrico county,89.9
virginia,henry county,77.8
virginia,highland county,80.3
virginia,isle of wight county,86.3
virginia,james city county,93.6
virginia,king and queen county,84.4
virginia,king george county,92.4
virginia,king william county,89.2
virginia,lancaster county,88
virginia,lee county,73.1
virginia,loudoun county,93.5
virginia,louisa county,82.7
virginia,lunenburg county,72.8
virginia,madison county,81.1
virginia,mathews county,90.3
virginia,mecklenburg county,78.4
virginia,middlesex county,89.6
virginia,montgomery county,90.4
virginia,nelson county,83.3
virginia,new kent county,89
virginia,northampton county,79.1
virginia,northumberland county,86
virginia,nottoway county,75.9
virginia,orange county,86.4
virginia,page county,75.4
virginia,patrick county,78.5
virginia,pittsylvania county,80.2
virginia,powhatan county,88.4
virginia,prince edward county,79.1
virginia,prince george county,86.8
virginia,prince william county,89.6
virginia,pulaski county,82.7
virginia,rappahannock county,84.1
virginia,richmond county,76.1
virginia,roanoke county,91.3
virginia,rockbridge county,84.5
virginia,rockingham county,81.5
virginia,russell county,76.2
virginia,scott county,75.9
virginia,shenandoah county,84
virginia,smyth county,79.8
virginia,southampton county,79
virginia,spotsylvania county,89.1
virginia,stafford county,93.2
virginia,surry county,78.8
virginia,sussex county,68.6
virginia,tazewell county,78.4
virginia,warren county,85.7
virginia,washington county,83.6
virginia,westmoreland county,79.5
virginia,wise county,73.7
virginia,wythe county,82.3
virginia,york county,94
virginia,alexandria city,91.3
virginia,bristol city,80.9
virginia,buena vista city,76.9
virginia,charlottesville city,88.7
virginia,chesapeake city,91
virginia,colonial heights city,87.2
virginia,covington city,82.3
virginia,danville city,78.8
virginia,emporia city,69.8
virginia,fairfax city,91.7
virginia,falls church city,96.8
virginia,franklin city,78.1
virginia,fredericksburg city,91.3
virginia,galax city,74.3
virginia,hampton city,89.4
virginia,harrisonburg city,83.8
virginia,hopewell city,80.2
virginia,lexington city,82
virginia,lynchburg city,87.3
virginia,manassas city,82.7
virginia,manassas park city,81.1
virginia,martinsville city,77.5
virginia,newport news city,88.8
virginia,norfolk city,86.6
virginia,norton city,79
virginia,petersburg city,76.1
virginia,poquoson city,92.7
virginia,portsmouth city,82.6
virginia,radford city,87.9
virginia,richmond city,82.4
virginia,roanoke city,83.3
virginia,salem city,89.6
virginia,staunton city,85.2
virginia,suffolk city,87.1
virginia,virginia beach city,93.4
virginia,waynesboro city,84.6
virginia,williamsburg city,91.9
virginia,winchester city,83.3
washington,washington,90.2
washington,adams county,66.4
washington,asotin county,88.7
washington,benton county,88.7
washington,chelan county,84
washington,clallam county,91.6
washington,clark county,91.2
washington,columbia county,88.3
washington,cowlitz county,87.2
washington,douglas county,80.1
washington,ferry county,87.5
washington,franklin county,71.9
washington,garfield county,96.9
washington,grant county,75.8
washington,grays harbor county,86.5
washington,island county,94.9
washington,jefferson county,94.4
washington,king county,92.1
washington,kitsap county,94.1
washington,kittitas county,90.9
washington,klickitat county,87.4
washington,lewis county,86.8
washington,lincoln county,92.3
washington,mason county,87.3
washington,okanogan county,82.4
washington,pacific county,87.5
washington,pend oreille county,90.3
washington,pierce county,90.5
washington,san juan county,95.1
washington,skagit county,88.2
washington,skamania county,90.3
washington,snohomish county,91.3
washington,spokane county,92.6
washington,stevens county,90.9
washington,thurston county,93.6
washington,wahkiakum county,92.7
washington,walla walla county,88.6
washington,whatcom county,91
washington,whitman county,95.7
washington,yakima county,71.5
west virginia,west virginia,84.4
west virginia,barbour county,79.1
west virginia,berkeley county,86.4
west virginia,boone county,77.6
west virginia,braxton county,79.5
west virginia,brooke county,90.4
west virginia,cabell county,86.1
west virginia,calhoun county,75.8
west virginia,clay county,70.5
west virginia,doddridge county,81.9
west virginia,fayette county,80.2
west virginia,gilmer county,77.5
west virginia,grant county,81.6
west virginia,greenbrier county,84.2
west virginia,hampshire county,76.2
west virginia,hancock county,87
west virginia,hardy county,80.2
west virginia,harrison county,87.1
west virginia,jackson county,84.2
west virginia,jefferson county,88.1
west virginia,kanawha county,87.6
west virginia,lewis county,85.3
west virginia,lincoln county,76.2
west virginia,logan county,77.5
west virginia,mcdowell county,64.5
west virginia,marion county,88.3
west virginia,marshall county,88.9
west virginia,mason county,83.4
west virginia,mercer county,82
west virginia,mineral county,86.5
west virginia,mingo county,72.4
west virginia,monongalia county,91.2
west virginia,monroe county,81
west virginia,morgan county,82.1
west virginia,nicholas county,83.8
west virginia,ohio county,91.2
west virginia,pendleton county,81
west virginia,pleasants county,89
west virginia,pocahontas county,84.7
west virginia,preston county,82.7
west virginia,putnam county,90.5
west virginia,raleigh county,82.9
west virginia,randolph county,83.1
west virginia,ritchie county,80.5
west virginia,roane county,77.1
west virginia,summers county,81.1
west virginia,taylor county,84.7
west virginia,tucker county,86.8
west virginia,tyler county,86.3
west virginia,upshur county,83.7
west virginia,wayne county,78
west virginia,webster county,71.7
west virginia,wetzel county,83.1
west virginia,wirt county,86.9
west virginia,wood county,89
west virginia,wyoming county,73.9
wisconsin,wisconsin,90.8
wisconsin,adams county,86.4
wisconsin,ashland county,90.5
wisconsin,barron county,89
wisconsin,bayfield county,93.8
wisconsin,brown county,90.6
wisconsin,buffalo county,90.4
wisconsin,burnett county,90.7
wisconsin,calumet county,92.6
wisconsin,chippewa county,91.4
wisconsin,clark county,81.8
wisconsin,columbia county,92.3
wisconsin,crawford county,90
wisconsin,dane county,94.9
wisconsin,dodge county,87.5
wisconsin,door county,94
wisconsin,douglas county,93.2
wisconsin,dunn county,92.4
wisconsin,eau claire county,93.2
wisconsin,florence county,89.7
wisconsin,fond du lac county,90.5
wisconsin,forest county,86.3
wisconsin,grant county,90.7
wisconsin,green county,91.8
wisconsin,green lake county,87.6
wisconsin,iowa county,92.4
wisconsin,iron county,92.4
wisconsin,jackson county,86.4
wisconsin,jefferson county,91.7
wisconsin,juneau county,84.6
wisconsin,kenosha county,89.7
wisconsin,kewaunee county,91.4
wisconsin,la crosse county,94
wisconsin,lafayette county,89.9
wisconsin,langlade county,88.1
wisconsin,lincoln county,89.1
wisconsin,manitowoc county,90.3
wisconsin,marathon county,90.8
wisconsin,marinette county,89.8
wisconsin,marquette county,87.8
wisconsin,menominee county,91.1
wisconsin,milwaukee county,86.3
wisconsin,monroe county,88.2
wisconsin,oconto county,90
wisconsin,oneida county,93.1
wisconsin,outagamie county,93.1
wisconsin,ozaukee county,96.2
wisconsin,pepin county,90.7
wisconsin,pierce county,93.9
wisconsin,polk county,91.7
wisconsin,portage county,92
wisconsin,price county,89.8
wisconsin,racine county,87.9
wisconsin,richland county,89.6
wisconsin,rock county,88.4
wisconsin,rusk county,87.5
wisconsin,st  croix county,95.3
wisconsin,sauk county,89.6
wisconsin,sawyer county,90
wisconsin,shawano county,89.6
wisconsin,sheboygan county,90.7
wisconsin,taylor county,87.6
wisconsin,trempealeau county,87.4
wisconsin,vernon county,87.7
wisconsin,vilas county,91.7
wisconsin,walworth county,90.3
wisconsin,washburn county,91.2
wisconsin,washington county,92.8
wisconsin,waukesha county,95.7
wisconsin,waupaca county,90.2
wisconsin,waushara county,86.4
wisconsin,winnebago county,91.9
wisconsin,wood county,91.4
wyoming,wyoming,92.3
wyoming,albany county,95.8
wyoming,big horn county,89
wyoming,campbell county,91.2
wyoming,carbon county,89.4
wyoming,converse county,91.3
wyoming,crook county,94.4
wyoming,fremont county,91.4
wyoming,goshen county,89.7
wyoming,hot springs county,87.5
wyoming,johnson county,94.9
wyoming,laramie county,93.4
wyoming,lincoln county,93.4
wyoming,natrona county,91.8
wyoming,niobrara county,91.7
wyoming,park county,93.6
wyoming,platte county,92.5
wyoming,sheridan county,94.2
wyoming,sublette county,94.7
wyoming,sweetwater county,90.5
wyoming,teton county,95.7
wyoming,uinta county,89.2
wyoming,washakie county,89.1
wyoming,weston county,88.6
